1,974,9185
2,38,5881
3,657,9216
4,477,8960
5,927,3155
6,13,7276
7,230,1119
8,756,349
9,244,1912
10,956,13
11,843,6026
12,501,5654
13,170,6519
14,907,1126
15,93,3286
16,330,328
17,205,1101
18,334,8437
19,681,9488
20,599,3590
21,356,2924
22,810,9460
23,676,3203
24,319,2622
25,355,1875
26,599,9857
27,630,9593
28,902,9606
29,555,931
30,679,8695
31,747,7774
32,969,116
33,591,1737
34,626,204
35,98,6248
36,35,3813
37,931,1870
38,402,4288
39,141,4287
40,677,939
41,31,2917
42,713,493
43,529,9597
44,281,579
45,397,949
46,870,2676
47,708,5130
48,321,9161
49,397,3499
50,936,4091
51,584,383
52,506,187
53,42,9653
54,762,5123
55,664,5046
56,430,8653
57,925,2339
58,309,8397
59,371,5342
60,677,6149
61,256,4436
62,106,8484
63,128,5920
64,522,5110
65,772,2780
66,22,5941
67,661,2642
68,920,3189
69,754,6697
70,443,7889
71,888,4120
72,9,1241
73,587,142
74,720,9894
75,594,2360
76,538,886
77,126,9051
78,364,6329
79,244,5358
80,155,123
81,50,8017
82,191,8993
83,890,6998
84,236,7987
85,900,2880
86,46,6167
87,853,2109
88,98,1711
89,317,8339
90,120,6877
91,820,7034
92,479,2376
93,181,2182
94,120,7555
95,603,8552
96,509,7525
97,641,250
98,59,845
99,631,6520
100,309,1717
101,648,8707
102,171,8774
103,230,8067
104,434,8494
105,766,2757
106,509,5017
107,570,3713
108,647,9749
109,775,3375
110,43,3478
111,355,8251
112,715,958
113,273,6172
114,739,2918
115,699,1745
116,635,3258
117,654,8995
118,662,9858
119,514,8496
120,708,5851
121,832,7348
122,64,4474
123,152,4335
124,306,4703
125,886,9264
126,423,6723
127,538,5084
128,612,6027
129,140,3695
130,218,2418
131,698,1541
132,834,5510
133,615,9057
134,136,1484
135,201,8840
136,739,6771
137,379,995
138,402,3114
139,811,544
140,320,5030
141,427,1008
142,786,5064
143,273,309
144,107,4454
145,366,9999
146,639,6797
147,306,6482
148,550,163
149,768,3380
150,123,8718
151,147,7481
152,843,8371
153,351,6816
154,478,2219
155,760,8310
156,439,641
157,831,4219
158,628,7761
159,386,1054
160,507,726
161,363,2090
162,566,719
163,636,4713
164,394,4979
165,39,6808
166,492,7221
167,120,2230
168,673,9797
169,514,3971
170,575,4700
171,280,5047
172,449,2091
173,711,1395
174,291,4396
175,145,8061
176,24,1248
177,219,9862
178,821,5523
179,647,323
180,521,3565
181,477,8224
182,553,3333
183,83,9323
184,67,2624
185,142,1971
186,303,5812
187,720,9233
188,587,1606
189,474,6849
190,303,6214
191,337,5935
192,731,5992
193,507,1645
194,32,1181
195,716,4209
196,344,7646
197,710,6733
198,259,6662
199,731,4915
200,8,3758
201,486,7485
202,274,6364
203,490,2529
204,479,6608
205,140,4145
206,154,9958
207,522,5880
208,319,2644
209,672,2269
210,603,768
211,364,7451
212,119,1844
213,806,339
214,701,5171
215,117,9075
216,458,832
217,732,3643
218,577,8434
219,538,4399
220,812,5737
221,806,6026
222,628,4208
223,784,951
224,156,3263
225,183,3617
226,642,7419
227,438,7176
228,187,953
229,461,7132
230,723,2768
231,407,2277
232,172,113
233,110,1844
234,386,3582
235,756,9227
236,243,7381
237,576,6847
238,534,8221
239,322,3792
240,89,3422
241,600,7684
242,317,3795
243,512,4930
244,471,9712
245,749,8965
246,393,9392
247,2,4398
248,710,6896
249,47,6066
250,191,3561
251,47,5938
252,700,700
253,516,7508
254,235,3265
255,334,6886
256,176,3864
257,564,2130
258,26,4046
259,633,7548
260,208,5080
261,396,7642
262,448,3600
263,580,6209
264,130,8409
265,58,9667
266,107,3530
267,468,117
268,705,9150
269,174,2883
270,383,6461
271,582,5292
272,133,4651
273,712,8340
274,441,8270
275,18,519
276,223,1017
277,306,3591
278,433,7659
279,639,3373
280,498,9210
281,353,4698
282,77,7772
283,469,8628
284,238,6510
285,573,1752
286,210,7115
287,318,1897
288,559,1814
289,748,1979
290,469,9483
291,627,3860
292,625,5753
293,288,7052
294,248,5128
295,416,2935
296,546,9090
297,613,3703
298,236,7898
299,251,6732
300,56,5405
301,351,9236
302,657,5564
303,42,5153
304,479,6504
305,685,6049
306,86,3075
307,119,481
308,402,1565
309,726,1759
310,229,953
311,577,2316
312,355,3473
313,569,4030
314,692,3568
315,133,7707
316,521,8335
317,581,1724
318,35,4507
319,331,9328
320,454,6641
321,693,6447
322,127,8775
323,343,7059
324,159,7056
325,626,1115
326,681,4047
327,473,814
328,635,6315
329,667,4638
330,36,5698
331,712,4967
332,720,1199
333,585,4309
334,408,2845
335,236,7243
336,519,1067
337,423,18
338,126,5117
339,54,7402
340,472,1926
341,356,6883
342,189,2384
343,353,3588
344,127,5504
345,23,5400
346,669,2178
347,320,6683
348,719,9316
349,57,714
350,5,2022
351,296,5522
352,628,6194
353,718,5116
354,82,6399
355,568,8320
356,542,4249
357,31,360
358,666,585
359,1,8160
360,504,763
361,396,8914
362,313,6082
363,673,2898
364,243,5959
365,473,5732
366,595,4858
367,518,2333
368,523,5154
369,392,4657
370,144,2147
371,546,7995
372,680,249
373,355,6061
374,192,5
375,472,3406
376,496,4049
377,170,4804
378,589,6378
379,321,5150
380,471,3373
381,237,147
382,437,6890
383,98,7632
384,496,9454
385,454,1680
386,491,9079
387,437,6852
388,574,6575
389,53,7902
390,515,1321
391,300,1050
392,386,2452
393,104,6535
394,466,1149
395,561,8589
396,287,6303
397,99,8176
398,419,207
399,98,5911
400,180,3119
401,549,7397
402,10,5567
403,530,921
404,610,5076
405,572,7881
406,377,9622
407,414,9659
408,150,3598
409,568,710
410,28,3297
411,114,6598
412,537,8021
413,103,7395
414,320,9793
415,625,1436
416,350,9349
417,650,1758
418,33,8600
419,42,7716
420,583,76
421,406,7260
422,415,1995
423,51,1137
424,621,3549
425,539,8885
426,35,8763
427,522,7910
428,41,8849
429,320,1170
430,258,2360
431,438,5997
432,31,9667
433,84,6499
434,527,3246
435,419,4595
436,628,8150
437,68,244
438,452,7610
439,458,9720
440,71,7199
441,154,1869
442,357,7234
443,627,6229
444,15,7183
445,361,3591
446,181,7688
447,32,9147
448,617,5567
449,86,705
450,112,4616
451,7,9635
452,305,401
453,221,165
454,479,317
455,626,3466
456,382,1181
457,582,6536
458,26,5362
459,179,2347
460,497,3025
461,395,6905
462,231,2463
463,85,951
464,70,2668
465,481,8866
466,86,2328
467,315,5001
468,496,7232
469,159,8166
470,429,3722
471,615,8255
472,9,9263
473,244,5128
474,3,2469
475,86,8765
476,428,4001
477,324,1442
478,590,6613
479,205,7227
480,556,7364
481,637,1428
482,2,7467
483,458,2809
484,216,5624
485,372,4376
486,115,8786
487,323,4280
488,358,250
489,354,7064
490,175,8770
491,267,6812
492,413,3889
493,434,8053
494,235,2148
495,444,7291
496,465,5971
497,480,7857
498,45,2051
499,365,3505
500,103,8911
501,43,1597
502,590,3903
503,379,5041
504,543,8385
505,168,3245
506,501,6076
507,335,6263
508,433,3647
509,309,3039
510,313,4499
511,376,4200
512,318,6381
513,366,2191
514,273,990
515,189,6724
516,236,9055
517,478,1486
518,7,7498
519,57,8840
520,130,6246
521,170,2861
522,384,1013
523,380,7459
524,345,4934
525,399,5579
526,15,6352
527,217,7499
528,343,2212
529,467,1100
530,72,6553
531,488,4667
532,80,1419
533,464,3233
534,274,3104
535,340,2774
536,571,152
537,288,2697
538,27,733
539,3,5926
540,481,6139
541,14,7670
542,212,3989
543,213,8462
544,241,9455
545,389,4438
546,218,5329
547,174,7967
548,419,2047
549,593,4744
550,165,6959
551,326,9231
552,118,8056
553,209,8943
554,103,1128
