1,1,106
2,2,106
3,3,106
4,4,106
5,5,106
6,1,924
7,2,924
8,3,924
9,4,924
10,5,924
11,1,389
12,2,389
13,1,950
14,2,950
15,1,411
16,1,940
17,2,940
18,3,940
19,1,981
20,2,981
21,3,981
22,4,981
23,1,683
24,2,683
25,3,683
26,1,76
27,2,76
28,3,76
29,4,76
30,1,867
31,2,867
32,3,867
33,4,867
34,1,752
35,2,752
36,3,752
37,4,752
38,1,912
39,2,912
40,3,912
41,1,324
42,2,324
43,1,631
44,2,631
45,3,631
46,1,942
47,2,942
48,3,942
49,4,942
50,1,633
51,2,633
52,3,633
53,4,633
54,5,633
55,1,413
56,2,413
57,3,413
58,4,413
59,1,562
60,2,562
61,3,562
62,1,1
63,2,1
64,1,4
65,1,730
66,2,730
67,3,730
68,1,92
69,2,92
70,3,92
71,4,92
72,1,659
73,2,659
74,3,659
75,1,661
76,1,452
77,1,82
78,2,82
79,3,82
80,1,579
81,2,579
82,3,579
83,4,579
84,1,734
85,2,734
86,1,386
87,2,386
88,1,482
89,2,482
90,1,361
91,2,361
92,1,372
93,2,372
94,1,886
95,2,886
96,3,886
97,1,241
98,2,241
99,3,241
100,4,241
101,5,241
102,1,899
103,2,899
104,3,899
105,4,899
106,1,850
107,2,850
108,1,959
109,2,959
110,3,959
111,4,959
112,1,685
113,2,685
114,3,685
115,4,685
116,1,338
117,2,338
118,3,338
119,1,567
120,2,567
121,3,567
122,1,955
123,2,955
124,1,781
125,2,781
126,3,781
127,1,142
128,2,142
129,1,510
130,1,454
131,1,1000
132,2,1000
133,3,1000
134,1,29
135,2,29
136,3,29
137,4,29
138,1,994
139,2,994
140,3,994
141,1,242
142,2,242
143,3,242
144,1,704
145,2,704
146,3,704
147,4,704
148,1,770
149,2,770
150,3,770
151,4,770
152,5,770
153,1,744
154,2,744
155,3,744
156,4,744
157,1,496
158,2,496
159,3,496
160,4,496
161,5,496
162,1,252
163,1,101
164,2,101
165,3,101
166,1,641
167,2,641
168,3,641
169,4,641
170,1,563
171,1,278
172,2,278
173,1,276
174,2,276
175,3,276
176,4,276
177,5,276
178,1,694
179,2,694
180,3,694
181,4,694
182,1,810
183,2,810
184,1,983
185,1,55
186,1,451
187,2,451
188,3,451
189,4,451
190,1,195
191,2,195
192,1,649
193,2,649
194,3,649
195,1,143
196,2,143
197,1,419
198,2,419
199,1,9
200,2,9
201,1,383
202,1,200
203,2,200
204,3,200
205,4,200
206,1,748
207,2,748
208,1,391
209,2,391
210,3,391
211,4,391
212,5,391
213,1,56
214,2,56
215,3,56
216,4,56
217,5,56
218,1,830
219,2,830
220,1,18
221,2,18
222,1,498
223,2,498
224,3,498
225,4,498
226,1,355
227,2,355
228,3,355
229,1,782
230,2,782
231,3,782
232,1,27
233,2,27
234,3,27
235,4,27
236,5,27
237,1,260
238,2,260
239,3,260
240,1,46
241,2,46
242,3,46
243,1,93
244,1,979
245,2,979
246,3,979
247,4,979
248,1,860
249,2,860
250,3,860
251,4,860
252,1,540
253,2,540
254,3,540
255,1,652
256,2,652
257,3,652
258,1,128
259,2,128
260,3,128
261,4,128
262,1,246
263,1,22
264,2,22
265,3,22
266,4,22
267,5,22
268,1,211
269,2,211
270,3,211
271,1,868
272,2,868
273,1,993
274,1,978
275,2,978
276,1,103
277,2,103
278,3,103
279,1,388
280,1,585
281,1,593
282,1,33
283,2,33
284,1,367
